id,saledate,vehicletype,manufacturer,price,saletype,color,mileage,financingtype,customerarea
1750,2022-06-15,Legacy,Subaru,23805,new,Red,0,Cash,UpperWest
1751,2021-01-28,Forte,Kia,25162,new,Red,0,Lease,Financial
1752,2021-10-19,Escape,Ford,23002,used,Black,51872,Cash,Brooklyn
1753,2020-06-24,Mazda3,Mazda,25450,used,Red,48308,Cash,StatenIsland
1754,2023-12-02,Altima,Nissan,16962,used,Red,10361,Cash,Harlem
1755,2019-04-13,Fusion,Ford,23106,used,Blue,25261,Loan,Queens
1756,2023-03-26,Focus,Ford,31156,new,Black,0,Loan,Queens
1757,2023-03-29,Corolla,Toyota,21430,new,Red,0,Cash,SoHo
1758,2019-03-25,Impreza,Subaru,21088,new,Blue,0,Lease,Midtown
1759,2023-07-16,Optima,Kia,18408,new,Gray,0,Loan,Chelsea
1760,2019-07-30,Optima,Kia,27969,new,Gray,0,Loan,UpperWest
1761,2020-02-06,Legacy,Subaru,23073,used,Blue,28812,Cash,Chinatown
1762,2022-04-21,Mazda6,Mazda,18610,used,Silver,37494,Loan,StatenIsland
1763,2020-04-14,Sportage,Kia,21105,used,Red,22300,Loan,Midtown
1764,2022-09-15,CX-5,Mazda,24684,used,White,11881,Loan,TimesSquare
1765,2023-03-11,CRV,Honda,15662,used,Black,34547,Cash,Queens
1766,2020-09-19,Civic,Honda,23361,used,Silver,45826,Cash,Chinatown
1767,2020-05-25,Corolla,Toyota,18477,used,Blue,43829,Loan,Midtown
1768,2021-12-28,CX-5,Mazda,24431,used,Gray,65516,Cash,Financial
1769,2020-06-04,Civic,Honda,20224,new,White,0,Loan,Financial
1770,2022-08-05,Escape,Ford,18772,used,Blue,33154,Lease,Tribeca
1771,2019-06-12,Rogue,Nissan,17423,used,Black,43769,Lease,Brooklyn
1772,2019-10-03,CX-5,Mazda,25463,new,Silver,0,Loan,Downtown
1773,2020-06-28,Tucson,Hyundai,19429,new,Black,0,Loan,Downtown
1774,2019-11-04,Altima,Nissan,28410,used,Silver,52071,Loan,Midtown
1775,2019-04-25,CRV,Honda,18938,new,Silver,0,Cash,SoHo
1776,2021-11-05,Rogue,Nissan,16380,used,Gray,18491,Cash,TimesSquare
1777,2021-08-28,Corolla,Toyota,22836,used,Red,60916,Cash,Harlem
1778,2020-02-26,RAV4,Toyota,34383,new,Black,0,Loan,Harlem
1779,2021-09-08,Malibu,Chevrolet,24276,new,Black,0,Lease,Downtown
1780,2019-02-23,Impala,Chevrolet,18088,new,Black,0,Loan,Downtown
1781,2019-03-31,Camry,Toyota,27567,new,Blue,0,Lease,Astoria
1782,2020-08-25,Equinox,Chevrolet,22151,new,Black,0,Loan,Brooklyn
1783,2021-08-16,Accord,Honda,30211,new,Black,0,Loan,Midtown
1784,2019-11-20,CX-5,Mazda,15905,used,Black,39817,Loan,Bronx
1785,2021-07-05,Mazda3,Mazda,19040,used,Silver,66933,Lease,Downtown
1786,2020-08-28,RAV4,Toyota,34858,new,Black,0,Loan,TimesSquare
1787,2022-04-30,Passat,Volkswagen,26775,used,Silver,39477,Cash,Manhattan
1788,2021-08-29,Corolla,Toyota,20375,new,Red,0,Cash,Harlem
1789,2023-10-09,Civic,Honda,18281,new,Red,0,Loan,LittleItaly
1790,2020-01-12,Fusion,Ford,19998,used,White,55335,Cash,Midtown
1791,2020-12-01,CRV,Honda,22343,used,Black,55245,Lease,SoHo
1792,2022-03-06,Camry,Toyota,20234,used,Silver,62789,Loan,TimesSquare
1793,2022-11-04,Passat,Volkswagen,28267,new,Silver,0,Lease,Bronx
1794,2023-11-15,CRV,Honda,33999,new,Silver,0,Cash,Williamsburg
1795,2022-12-10,Mazda6,Mazda,29317,used,Silver,37877,Cash,Chinatown
1796,2023-05-13,Camry,Toyota,20779,new,Gray,0,Lease,Financial
1797,2020-07-27,Elantra,Hyundai,24018,used,White,55639,Lease,Harlem
1798,2022-09-29,Optima,Kia,15518,used,Blue,26823,Cash,Williamsburg
1799,2021-01-23,Sportage,Kia,31779,new,Red,0,Cash,SoHo
1800,2021-03-12,RAV4,Toyota,22793,new,Blue,0,Lease,Queens
1801,2019-07-18,Impreza,Subaru,22232,new,Red,0,Lease,SoHo
1802,2019-06-09,Corolla,Toyota,26329,new,Blue,0,Lease,Brooklyn
1803,2019-01-26,Camry,Toyota,25657,new,Silver,0,Loan,UpperWest
1804,2020-09-28,Tucson,Hyundai,31779,new,Blue,0,Cash,Williamsburg
1805,2021-08-22,Altima,Nissan,29973,used,Blue,55875,Lease,LittleItaly
1806,2022-12-19,Focus,Ford,23771,used,Gray,46802,Cash,LittleItaly
1807,2019-01-25,Escape,Ford,18981,new,Red,0,Cash,Astoria
1808,2019-05-15,Impala,Chevrolet,28397,used,Silver,25598,Lease,Brooklyn
1809,2019-11-21,Elantra,Hyundai,28495,new,Black,0,Cash,Queens
1810,2023-02-13,Tucson,Hyundai,15431,used,Gray,20656,Cash,TimesSquare
1811,2021-09-22,Jetta,Volkswagen,30177,new,Gray,0,Loan,Astoria
1812,2022-03-06,RAV4,Toyota,21449,used,Black,14200,Loan,UpperEast
1813,2021-09-24,Sentra,Nissan,21249,new,Blue,0,Cash,Chelsea
1814,2019-02-10,Corolla,Toyota,20149,used,Red,20941,Lease,Bronx
1815,2021-11-12,Fusion,Ford,29131,used,Gray,13896,Cash,Downtown
1816,2019-11-06,Camry,Toyota,18432,new,Gray,0,Lease,Bronx
1817,2023-02-17,Camry,Toyota,19198,used,Gray,55439,Lease,Chelsea
1818,2023-05-03,Mazda6,Mazda,28155,used,Red,11236,Cash,Chelsea
1819,2019-08-09,Sentra,Nissan,30954,new,Black,0,Cash,Financial
1820,2019-06-16,Legacy,Subaru,15938,used,Red,76314,Cash,Tribeca
1821,2023-09-07,Mazda3,Mazda,16849,used,Red,45648,Loan,Financial
1822,2022-08-30,Mazda6,Mazda,33503,new,White,0,Cash,Midtown
1823,2019-02-06,Accord,Honda,25076,used,Blue,12101,Loan,Manhattan
1824,2020-05-19,Impala,Chevrolet,21879,used,Blue,42606,Lease,StatenIsland
1825,2022-11-28,Malibu,Chevrolet,23925,used,Black,33706,Loan,Brooklyn
1826,2019-11-13,Rogue,Nissan,28139,new,Gray,0,Loan,Tribeca
1827,2022-07-01,Escape,Ford,24913,new,Gray,0,Loan,Queens
1828,2019-12-30,Focus,Ford,34277,new,Silver,0,Loan,Chelsea
1829,2020-03-29,RAV4,Toyota,32581,new,Black,0,Loan,Harlem
1830,2023-08-18,Impala,Chevrolet,27066,new,Gray,0,Loan,Harlem
1831,2022-08-03,Mazda3,Mazda,30420,new,Gray,0,Loan,SoHo
1832,2019-09-03,Altima,Nissan,21688,used,Red,61279,Cash,Financial
1833,2023-04-12,Outback,Subaru,20926,used,White,60596,Lease,UpperEast
1834,2019-02-04,Equinox,Chevrolet,25725,used,Silver,71447,Cash,SoHo
1835,2023-02-13,Elantra,Hyundai,23666,new,Gray,0,Lease,UpperEast
1836,2023-04-06,RAV4,Toyota,23980,new,Black,0,Cash,Financial
1837,2022-07-06,Civic,Honda,24673,new,Black,0,Loan,UpperEast
1838,2019-11-08,Civic,Honda,19480,new,Black,0,Cash,LittleItaly
1839,2020-06-03,Equinox,Chevrolet,31718,new,Black,0,Loan,Chelsea
1840,2022-03-08,Altima,Nissan,21411,used,Silver,74578,Cash,StatenIsland
1841,2023-07-01,Legacy,Subaru,31918,new,Black,0,Cash,Downtown
1842,2023-03-04,Sonata,Hyundai,29015,used,Black,75337,Cash,Flushing
1843,2023-05-29,Optima,Kia,27066,new,White,0,Lease,SoHo
1844,2022-02-26,Sonata,Hyundai,25681,used,Black,31463,Cash,Chinatown
1845,2021-06-08,Passat,Volkswagen,24083,used,Silver,59896,Lease,LittleItaly
1846,2022-08-22,CRV,Honda,23001,used,Red,25637,Lease,Midtown
1847,2021-01-08,Sentra,Nissan,18220,new,White,0,Loan,TimesSquare
1848,2022-05-19,Impala,Chevrolet,24859,used,White,62939,Loan,SoHo
1849,2020-08-15,Mazda3,Mazda,20311,new,Black,0,Lease,Williamsburg
1850,2020-09-06,Camry,Toyota,29807,used,Blue,26649,Loan,Harlem
1851,2020-04-07,Civic,Honda,33946,new,Silver,0,Lease,SoHo
1852,2021-04-02,Sportage,Kia,16819,used,Silver,13745,Cash,Astoria
1853,2023-08-27,Legacy,Subaru,18678,new,Blue,0,Lease,TimesSquare
1854,2019-07-27,Escape,Ford,21535,new,Red,0,Cash,UpperWest
1855,2019-06-20,Impreza,Subaru,29144,new,White,0,Lease,LittleItaly
1856,2022-08-10,Outback,Subaru,24112,used,Gray,62082,Loan,Williamsburg
1857,2022-01-19,Corolla,Toyota,26067,new,Red,0,Lease,Harlem
1858,2022-05-12,Outback,Subaru,30616,new,Black,0,Lease,Midtown
1859,2021-07-14,Impreza,Subaru,19069,new,Red,0,Lease,Bronx
1860,2019-03-21,Forte,Kia,29326,used,Black,69017,Loan,TimesSquare
1861,2019-07-31,Sonata,Hyundai,34725,new,White,0,Loan,Astoria
1862,2019-12-15,Tiguan,Volkswagen,16369,used,Silver,78784,Lease,SoHo
1863,2021-01-16,Rogue,Nissan,15767,used,Gray,26671,Lease,Downtown
1864,2020-11-30,Passat,Volkswagen,28873,new,White,0,Loan,Chelsea
1865,2020-06-06,Impala,Chevrolet,34583,new,Silver,0,Cash,Queens
1866,2023-11-02,Focus,Ford,28984,used,Blue,44940,Cash,Harlem
1867,2021-11-14,Fusion,Ford,24733,used,Gray,62061,Lease,Chinatown
1868,2019-02-15,Elantra,Hyundai,34820,new,Blue,0,Cash,LittleItaly
1869,2021-08-07,Corolla,Toyota,26503,used,Gray,69963,Lease,Tribeca
1870,2021-10-01,Mazda6,Mazda,27249,used,Gray,29093,Lease,Flushing
1871,2021-05-19,Focus,Ford,21475,new,Silver,0,Cash,Queens
1872,2020-02-19,Legacy,Subaru,15572,used,White,17187,Lease,Manhattan
1873,2023-01-10,Tiguan,Volkswagen,18834,used,Silver,10903,Cash,Brooklyn
1874,2023-12-29,Sportage,Kia,18673,new,Silver,0,Lease,Manhattan
1875,2022-02-06,Outback,Subaru,18259,new,Silver,0,Cash,TimesSquare
1876,2023-11-29,Forte,Kia,28856,used,Black,13637,Cash,Flushing
1877,2020-01-11,Tucson,Hyundai,20028,new,Blue,0,Cash,StatenIsland
1878,2022-09-14,Sonata,Hyundai,16438,used,Red,70021,Lease,Flushing
1879,2021-12-01,Impreza,Subaru,15395,used,Silver,48452,Lease,Astoria
1880,2023-03-13,Impreza,Subaru,23897,used,White,29637,Cash,Bronx
1881,2019-10-26,Legacy,Subaru,21453,new,White,0,Cash,Tribeca
1882,2022-06-07,Outback,Subaru,31075,new,White,0,Loan,Chinatown
1883,2022-12-16,Fusion,Ford,25369,used,Silver,43517,Cash,UpperWest
1884,2023-03-21,Impala,Chevrolet,22828,new,Blue,0,Loan,Bronx
1885,2023-08-25,Passat,Volkswagen,23289,used,Red,64892,Cash,Tribeca
1886,2022-02-16,Sentra,Nissan,29381,used,Blue,39631,Lease,Flushing
1887,2021-05-31,Malibu,Chevrolet,23649,new,Silver,0,Lease,UpperWest
1888,2023-11-15,Focus,Ford,26033,used,Silver,51546,Loan,Chinatown
1889,2021-04-03,Jetta,Volkswagen,31734,new,Blue,0,Loan,Bronx
1890,2021-01-23,Altima,Nissan,32506,new,White,0,Lease,Astoria
1891,2022-01-21,Mazda6,Mazda,21681,new,White,0,Lease,Astoria
1892,2019-02-02,Sportage,Kia,27128,new,Gray,0,Loan,UpperEast
1893,2019-11-14,CX-5,Mazda,25240,used,Silver,53117,Lease,Tribeca
1894,2019-12-14,Impala,Chevrolet,24244,new,White,0,Loan,SoHo
1895,2022-03-07,Outback,Subaru,28840,used,Blue,66637,Cash,Williamsburg
1896,2020-04-09,Equinox,Chevrolet,23399,new,Blue,0,Cash,SoHo
1897,2020-09-11,CRV,Honda,25879,used,White,34197,Lease,Midtown
1898,2022-10-22,Mazda3,Mazda,31920,new,Silver,0,Lease,LittleItaly
1899,2022-08-06,Equinox,Chevrolet,15450,used,Red,19489,Lease,UpperEast
1900,2022-04-17,Outback,Subaru,21311,used,Gray,41730,Loan,Brooklyn
1901,2023-02-12,Mazda3,Mazda,29422,new,Blue,0,Lease,Midtown
1902,2022-01-29,Accord,Honda,17072,used,Blue,78366,Cash,Bronx
1903,2020-09-30,Jetta,Volkswagen,29258,new,Blue,0,Lease,Chelsea
1904,2020-02-03,Tucson,Hyundai,26178,new,White,0,Lease,Financial
1905,2021-12-23,Mazda3,Mazda,32746,new,Gray,0,Cash,Harlem
1906,2023-04-05,RAV4,Toyota,23432,new,Black,0,Lease,Flushing
1907,2022-07-05,Camry,Toyota,28162,used,White,29933,Lease,Tribeca
1908,2020-12-01,Accord,Honda,22515,used,Silver,37189,Cash,Bronx
1909,2022-05-30,Sentra,Nissan,27308,used,Gray,74921,Loan,Chelsea
1910,2023-03-09,Optima,Kia,15614,used,Black,48729,Loan,Manhattan
1911,2020-10-20,Equinox,Chevrolet,34059,new,White,0,Lease,Chinatown
1912,2020-08-23,Escape,Ford,29921,used,Red,49951,Lease,Queens
1913,2020-02-07,Civic,Honda,18926,used,Black,56556,Cash,Brooklyn
1914,2019-09-16,Mazda3,Mazda,26366,used,White,70139,Lease,Financial
1915,2023-03-11,Civic,Honda,15107,used,Blue,16356,Lease,StatenIsland
1916,2021-02-15,Elantra,Hyundai,28926,used,White,45253,Loan,UpperEast
1917,2019-08-21,Passat,Volkswagen,18307,new,Red,0,Loan,Flushing
1918,2023-11-17,RAV4,Toyota,31791,new,Black,0,Loan,UpperEast
1919,2022-06-16,Mazda3,Mazda,28174,new,Black,0,Cash,Flushing
1920,2023-07-07,CRV,Honda,27665,used,Red,38510,Lease,TimesSquare
1921,2019-03-26,RAV4,Toyota,28227,new,Blue,0,Lease,Downtown
1922,2021-06-06,Malibu,Chevrolet,18429,used,Gray,43134,Lease,Bronx
1923,2021-05-09,Sportage,Kia,18836,used,Gray,41194,Lease,Chelsea
1924,2019-07-08,Civic,Honda,18991,used,Red,60005,Lease,Chelsea
1925,2019-04-03,Impala,Chevrolet,24278,used,Gray,44300,Lease,Tribeca
1926,2022-04-20,Passat,Volkswagen,20307,new,Gray,0,Loan,Astoria
1927,2023-02-05,Optima,Kia,25627,new,Red,0,Lease,Queens
1928,2023-11-01,Outback,Subaru,20644,used,Gray,21702,Cash,StatenIsland
1929,2021-06-19,Sportage,Kia,21928,used,Black,27400,Lease,UpperWest
1930,2023-01-30,Camry,Toyota,22067,new,Red,0,Lease,TimesSquare
1931,2020-04-23,RAV4,Toyota,19608,used,Gray,66704,Cash,Williamsburg
1932,2023-02-19,CX-5,Mazda,27994,new,Red,0,Loan,Chinatown
1933,2023-07-09,Elantra,Hyundai,26251,new,Silver,0,Cash,Tribeca
1934,2022-03-05,Sportage,Kia,23852,new,Gray,0,Loan,UpperEast
1935,2023-01-24,Mazda3,Mazda,25421,new,Blue,0,Loan,Queens
1936,2023-05-24,Rogue,Nissan,20176,new,White,0,Loan,Chelsea
1937,2021-07-28,Optima,Kia,24843,new,White,0,Cash,Downtown
1938,2019-04-09,Tiguan,Volkswagen,29916,used,Black,30425,Cash,Brooklyn
1939,2023-01-15,Passat,Volkswagen,32837,new,Blue,0,Lease,Chelsea
1940,2021-01-29,CX-5,Mazda,28508,used,Black,42505,Loan,UpperEast
1941,2020-09-29,Rogue,Nissan,34717,new,Silver,0,Loan,Bronx
1942,2021-02-13,Elantra,Hyundai,22231,new,Blue,0,Lease,Midtown
1943,2021-05-23,Impreza,Subaru,27231,used,Red,56856,Cash,Tribeca
1944,2022-07-08,Focus,Ford,23184,used,Red,36516,Cash,Queens
1945,2022-07-12,CX-5,Mazda,27509,used,White,29345,Lease,UpperEast
1946,2020-06-02,Escape,Ford,15700,used,Silver,50709,Cash,LittleItaly
1947,2023-12-18,Impala,Chevrolet,16829,used,Red,32543,Cash,Flushing
1948,2021-02-02,Focus,Ford,18818,used,Silver,59349,Lease,Brooklyn
1949,2019-09-26,Impala,Chevrolet,16581,used,Black,57857,Loan,Williamsburg
1950,2020-09-14,CRV,Honda,31764,new,Red,0,Loan,Financial
1951,2020-02-11,Optima,Kia,26485,new,White,0,Cash,Brooklyn
1952,2019-06-25,Tiguan,Volkswagen,29668,used,Red,51425,Lease,Financial
1953,2022-12-15,Camry,Toyota,22234,used,Gray,56917,Lease,Williamsburg
1954,2020-10-27,Legacy,Subaru,23181,used,Blue,76592,Loan,Financial
1955,2020-01-30,Accord,Honda,23339,new,Gray,0,Lease,Financial
1956,2021-07-25,Accord,Honda,24494,new,Silver,0,Loan,UpperEast
1957,2022-02-28,Mazda3,Mazda,27670,new,Silver,0,Lease,LittleItaly
1958,2020-06-10,Sportage,Kia,21947,new,Silver,0,Loan,Financial
1959,2020-08-03,Camry,Toyota,32177,new,White,0,Loan,StatenIsland
1960,2023-09-11,CX-5,Mazda,27617,new,White,0,Lease,Financial
1961,2020-12-10,Mazda6,Mazda,18985,used,Gray,48243,Cash,StatenIsland
1962,2021-07-28,RAV4,Toyota,25943,used,Silver,22406,Loan,LittleItaly
1963,2020-06-16,Outback,Subaru,24778,used,Black,18682,Lease,UpperEast
1964,2022-06-06,Outback,Subaru,30810,new,Silver,0,Cash,Financial
1965,2020-11-13,Elantra,Hyundai,30646,new,Red,0,Lease,Flushing
1966,2022-06-23,Malibu,Chevrolet,18288,new,Gray,0,Loan,Tribeca
1967,2019-05-25,Sentra,Nissan,28499,used,Blue,77208,Cash,SoHo
1968,2019-10-17,Passat,Volkswagen,21307,new,White,0,Cash,SoHo
1969,2021-05-13,Mazda6,Mazda,26746,new,Red,0,Loan,UpperEast
1970,2019-01-16,Jetta,Volkswagen,19515,new,White,0,Lease,Midtown
1971,2023-06-24,Equinox,Chevrolet,19486,used,Black,42331,Loan,Astoria
1972,2019-03-12,Equinox,Chevrolet,26895,used,White,15089,Cash,Financial
1973,2021-11-17,Camry,Toyota,28814,used,White,70542,Lease,Harlem
1974,2021-01-01,Mazda3,Mazda,22039,new,Black,0,Cash,StatenIsland
1975,2021-07-19,Sportage,Kia,25228,used,Blue,29964,Loan,SoHo
1976,2020-01-07,Passat,Volkswagen,21262,new,Gray,0,Loan,Flushing
1977,2023-01-20,Optima,Kia,28922,new,Red,0,Loan,Chinatown
1978,2019-09-18,Accord,Honda,20731,used,Silver,68969,Cash,Queens
1979,2019-11-28,Legacy,Subaru,31347,new,Black,0,Cash,StatenIsland
1980,2022-08-27,Elantra,Hyundai,31125,new,Blue,0,Loan,TimesSquare
1981,2020-07-20,Fusion,Ford,23542,new,Silver,0,Lease,LittleItaly
1982,2023-09-14,Mazda3,Mazda,21096,used,Red,29548,Lease,SoHo
1983,2020-01-24,Outback,Subaru,18646,used,Silver,20117,Lease,LittleItaly
1984,2019-06-27,Corolla,Toyota,23984,used,Silver,28153,Loan,Manhattan
1985,2019-01-22,CRV,Honda,15592,used,White,23137,Loan,SoHo
1986,2019-07-11,Impreza,Subaru,24380,used,Black,41236,Lease,Manhattan
1987,2023-01-27,Sportage,Kia,26901,new,Red,0,Loan,Brooklyn
1988,2021-05-02,Legacy,Subaru,28206,new,Red,0,Loan,Tribeca
1989,2023-11-11,Passat,Volkswagen,23573,new,White,0,Cash,Queens
1990,2020-03-02,Fusion,Ford,26135,used,White,78816,Loan,Queens
1991,2022-08-23,Mazda6,Mazda,28881,used,White,70681,Cash,Tribeca
1992,2019-05-03,Focus,Ford,26765,used,Gray,14851,Cash,UpperWest
1993,2020-04-22,Impreza,Subaru,32810,new,Gray,0,Loan,Queens
1994,2019-04-27,Forte,Kia,27412,used,White,19110,Lease,Harlem
1995,2020-12-16,Impreza,Subaru,26652,new,Black,0,Lease,TimesSquare
1996,2020-03-16,Sportage,Kia,26034,new,White,0,Loan,Midtown
1997,2022-02-10,Corolla,Toyota,26166,used,Blue,47843,Loan,Financial
1998,2023-10-07,Sentra,Nissan,28484,used,Black,52539,Lease,Bronx
1999,2023-08-14,Sportage,Kia,17354,used,Black,15392,Cash,Chelsea
2000,2021-05-29,Fusion,Ford,34843,new,Gray,0,Lease,SoHo
