id,saledate,vehicletype,manufacturer,price,saletype,customerage,color,mileage,financingtype
1925,2019-04-03,Impala,Chevrolet,24278,used,45,Gray,44300,Lease
1926,2022-04-20,Passat,Volkswagen,20307,new,31,Gray,0,Loan
1927,2023-02-05,Optima,Kia,25627,new,27,Red,0,Lease
1928,2023-11-01,Outback,Subaru,20644,used,41,Gray,21702,Cash
1929,2021-06-19,Sportage,Kia,21928,used,28,Black,27400,Lease
1930,2023-01-30,Camry,Toyota,22067,new,35,Red,0,Lease
1931,2020-04-23,RAV4,Toyota,19608,used,28,Gray,66704,Cash
1932,2023-02-19,CX-5,Mazda,27994,new,42,Red,0,Loan
1933,2023-07-09,Elantra,Hyundai,26251,new,57,Silver,0,Cash
1934,2022-03-05,Sportage,Kia,23852,new,63,Gray,0,Loan
1935,2023-01-24,Mazda3,Mazda,25421,new,42,Blue,0,Loan
1936,2023-05-24,Rogue,Nissan,20176,new,30,White,0,Loan
1937,2021-07-28,Optima,Kia,24843,new,48,White,0,Cash
1938,2019-04-09,Tiguan,Volkswagen,29916,used,40,Black,30425,Cash
1939,2023-01-15,Passat,Volkswagen,32837,new,23,Blue,0,Lease
1940,2021-01-29,CX-5,Mazda,28508,used,60,Black,42505,Loan
1941,2020-09-29,Rogue,Nissan,34717,new,37,Silver,0,Loan
1942,2021-02-13,Elantra,Hyundai,22231,new,43,Blue,0,Lease
1943,2021-05-23,Impreza,Subaru,27231,used,50,Red,56856,Cash
1944,2022-07-08,Focus,Ford,23184,used,26,Red,36516,Cash
1945,2022-07-12,CX-5,Mazda,27509,used,40,White,29345,Lease
1946,2020-06-02,Escape,Ford,15700,used,58,Silver,50709,Cash
1947,2023-12-18,Impala,Chevrolet,16829,used,23,Red,32543,Cash
1948,2021-02-02,Focus,Ford,18818,used,50,Silver,59349,Lease
1949,2019-09-26,Impala,Chevrolet,16581,used,53,Black,57857,Loan
1950,2020-09-14,CRV,Honda,31764,new,61,Red,0,Loan
1951,2020-02-11,Optima,Kia,26485,new,26,White,0,Cash
1952,2019-06-25,Tiguan,Volkswagen,29668,used,35,Red,51425,Lease
1953,2022-12-15,Camry,Toyota,22234,used,60,Gray,56917,Lease
1954,2020-10-27,Legacy,Subaru,23181,used,64,Blue,76592,Loan
1955,2020-01-30,Accord,Honda,23339,new,50,Gray,0,Lease
1956,2021-07-25,Accord,Honda,24494,new,51,Silver,0,Loan
1957,2022-02-28,Mazda3,Mazda,27670,new,49,Silver,0,Lease
1958,2020-06-10,Sportage,Kia,21947,new,34,Silver,0,Loan
1959,2020-08-03,Camry,Toyota,32177,new,31,White,0,Loan
1960,2023-09-11,CX-5,Mazda,27617,new,45,White,0,Lease
1961,2020-12-10,Mazda6,Mazda,18985,used,57,Gray,48243,Cash
1962,2021-07-28,RAV4,Toyota,25943,used,37,Silver,22406,Loan
1963,2020-06-16,Outback,Subaru,24778,used,28,Black,18682,Lease
1964,2022-06-06,Outback,Subaru,30810,new,59,Silver,0,Cash
1965,2020-11-13,Elantra,Hyundai,30646,new,39,Red,0,Lease
1966,2022-06-23,Malibu,Chevrolet,18288,new,26,Gray,0,Loan
1967,2019-05-25,Sentra,Nissan,28499,used,24,Blue,77208,Cash
1968,2019-10-17,Passat,Volkswagen,21307,new,26,White,0,Cash
1969,2021-05-13,Mazda6,Mazda,26746,new,61,Red,0,Loan
1970,2019-01-16,Jetta,Volkswagen,19515,new,43,White,0,Lease
1971,2023-06-24,Equinox,Chevrolet,19486,used,59,Black,42331,Loan
1972,2019-03-12,Equinox,Chevrolet,26895,used,22,White,15089,Cash
1973,2021-11-17,Camry,Toyota,28814,used,58,White,70542,Lease
1974,2021-01-01,Mazda3,Mazda,22039,new,35,Black,0,Cash
1975,2021-07-19,Sportage,Kia,25228,used,28,Blue,29964,Loan
1976,2020-01-07,Passat,Volkswagen,21262,new,32,Gray,0,Loan
1977,2023-01-20,Optima,Kia,28922,new,42,Red,0,Loan
1978,2019-09-18,Accord,Honda,20731,used,53,Silver,68969,Cash
1979,2019-11-28,Legacy,Subaru,31347,new,23,Black,0,Cash
1980,2022-08-27,Elantra,Hyundai,31125,new,55,Blue,0,Loan
1981,2020-07-20,Fusion,Ford,23542,new,40,Silver,0,Lease
1982,2023-09-14,Mazda3,Mazda,21096,used,47,Red,29548,Lease
1983,2020-01-24,Outback,Subaru,18646,used,50,Silver,20117,Lease
1984,2019-06-27,Corolla,Toyota,23984,used,38,Silver,28153,Loan
1985,2019-01-22,CRV,Honda,15592,used,59,White,23137,Loan
1986,2019-07-11,Impreza,Subaru,24380,used,32,Black,41236,Lease
1987,2023-01-27,Sportage,Kia,26901,new,56,Red,0,Loan
1988,2021-05-02,Legacy,Subaru,28206,new,65,Red,0,Loan
1989,2023-11-11,Passat,Volkswagen,23573,new,65,White,0,Cash
1990,2020-03-02,Fusion,Ford,26135,used,56,White,78816,Loan
1991,2022-08-23,Mazda6,Mazda,28881,used,54,White,70681,Cash
1992,2019-05-03,Focus,Ford,26765,used,60,Gray,14851,Cash
1993,2020-04-22,Impreza,Subaru,32810,new,33,Gray,0,Loan
1994,2019-04-27,Forte,Kia,27412,used,28,White,19110,Lease
1995,2020-12-16,Impreza,Subaru,26652,new,25,Black,0,Lease
1996,2020-03-16,Sportage,Kia,26034,new,49,White,0,Loan
1997,2022-02-10,Corolla,Toyota,26166,used,22,Blue,47843,Loan
1998,2023-10-07,Sentra,Nissan,28484,used,22,Black,52539,Lease
1999,2023-08-14,Sportage,Kia,17354,used,30,Black,15392,Cash
2000,2021-05-29,Fusion,Ford,34843,new,52,Gray,0,Lease
